λ,espec_0,espec_1,espec_2,espec_3,espec_4,espec_5,espec_6,espec_7,espec_8,espec_9
1.0310475797503162,-0.019651666387519542,195.5600290114423,111.28718470227328,4023.9722663755965,2036.7821453281883,-18399.329658075225,49225.61661518873,8432.098009709667,-148115.88669974587,310312.1682326999
1.032090596465069,-0.019571730829423394,194.96367250588614,117.25868485229206,4016.4802727345505,1972.764005837934,-18597.106132060322,50191.65583185037,12842.38509921409,-141887.97416824065,311554.42338036903
1.033134668304618,-0.019493227693376143,194.4036022989492,114.88667068531389,4001.5526145847,1923.5017826725202,-18837.190317860877,51069.35129051137,13734.89296246301,-138503.60544834734,301531.4957144897
1.0341797963363364,-0.01941571096971031,193.96884568266623,95.33117292879666,3969.7841781787142,1893.7481681497761,-19060.852231386776,51388.81123883835,9456.384654170524,-141898.06178823035,277988.06160155986
1.0352259816286775,-0.019338282816790488,193.5887844932566,69.56190381569303,3931.0862599438897,1871.806070978721,-19265.86642257938,51412.22605982846,3628.5373718742608,-147293.05631511286,250291.6312483649
1.0362732252511753,-0.019260981677363093,193.34607839537,28.475238168294577,3875.9166356028254,1866.3337886189854,-19421.206178143948,50745.71079210554,-5920.862017535113,-158421.82494827642,213472.93321684698
1.0373215282744455,-0.019182352035511295,193.17701625531143,-15.6490824868726,3813.534698840084,1864.625245821197,-19481.465343755823,49426.77070086917,-14462.302630182123,-168699.78397513446,180138.5053173361
1.038370891770188,-0.019103599367174918,193.03882797051412,-63.05813632375138,3746.499644592196,1866.8609648541435,-19503.07811910936,47793.26807065695,-23550.48659589648,-179144.97162384345,145642.22171128687
1.0394213168111848,-0.019023013383804056,192.94581620164516,-108.74623251494273,3674.6739888520156,1868.8124583167337,-19381.768700567005,45338.69440855483,-29678.19911546388,-184785.41030539342,119904.93608641422
1.0404728044713054,-0.018943969304515758,192.69354988961362,-144.66544244747644,3612.9986270673508,1862.5630552825085,-19261.96548465262,43148.923616342254,-34893.604505557174,-183344.39204700102,95591.4332179151
